,Sentences_from,Sentences_to,Translated_sentences,BLEU
260,"Pomimo ostrej zawodowej rywalizacji Cope również przypisał gatunek rodzajowi ""Coelurus""; w 1887 nazwał późnotriasowe szczątki z Nowego Meksyku ""C. bauri"" i ""C. longicollis"".","Despite their professional animosity, Cope also assigned species to ""Coelurus""; in 1887, he named fossils from the Late Triassic of New Mexico as ""C. bauri"" and ""C. longicollis"".","despite fierce professional competition, cope also assigned a species to the genus &quot;coelurus&quot;; in 1887 he named the late triassic remains from new mexico &quot;c. bauri&quot; and &quot;c. longicollis&quot;.",0.184
261,Ogromny pożar w roku 1547 zniszczył ponad 70 domów.,A major fire in 1547 destroyed more than 70 houses.,a huge fire in 1547 destroyed more than 70 houses.,0.783
262,"(Ostfildern:) Jan Thorbecke Verlag, 2008 (Tübinger Bausteine zur Landesgeschichte, 10), 355 – 395.Maestlin studiował w Tübinger Stift teologię, matematykę i, zainteresowany nią przez Philippa Apiana, astronomię.Philipp Apian, znany także jako Philipp Bennewitz lub Bienewitz (ur.","(Ostfildern:) Jan Thorbecke Verlag, 2008 (Tübinger Bausteine zur Landesgeschichte, 10), pp.==Career==Maestlin studied theology, mathematics, and astronomy/astrology at the Tübinger Stift in Tübingen, a town in Württemberg.== Life ==He was born in Ingolstadt as Philipp Bienewitz (or Bennewitz).","(ostfildern :) jan thorbecke verlag, 2008 (tübinger bausteine zur landesgeschichte, 10), 355 - 395 maestlin studied theology, mathematics at tübinger stift and, interested in it through philipp apian, astronomy philipp apian, also known as philipp bennewitz or bienewitz (born",0.334
263,"""double-strand breaks"", DSBs), w efekcie których oba łańcuchy nukleotydowe w podwójnej helisie zostają zerwane, są szczególnie niebezpieczne dla komórki, gdyż mogą prowadzić do nieodwracalnych zmian w genomie.","===Double-strand breaks===Double-strand breaks, in which both strands in the double helix are severed, are particularly hazardous to the cell because they can lead to genome rearrangements.","&quot;double-strand breaks&quot; (dsbs), as a result of which both nucleotide chains in the double helix are broken, are particularly dangerous for the cell, as they can lead to irreversible changes in the genome.",0.222
264,"W filmie debiutuje tollywoodzki aktor Mahesh Babu u boku bollywoodzkiej aktorki Preity Zinta."", który wydany został w Wielkiej Brytanii dnia 30 kwietnia 2007.",In the movie Krishna made a guest appearance as the father of Mahesh Babu.It was released in the United Kingdom on 30 April 2007 through Phonogenic Records.,"hollywood actor mahesh babu makes his film debut alongside bollywood actress preity zinta &quot;, which was released in the uk on april 30, 2007.",0.106
265,"Dolny Manhattan), Midtown (Środkowy) i Upper (Górny) z Piątą Aleją stanowiącą granicę pomiędzy częścią wschodnią (East Side) a zachodnią (West Side).","==Geography=====Description=======Manhattan Island====Manhattan is loosely divided into Downtown (Lower Manhattan), Midtown (Midtown Manhattan), and Uptown (Upper Manhattan), with Fifth Avenue dividing Manhattan's east and west sides.","lower manhattan, midtown, and upper with fifth avenue being the boundary between the east side and west side.",0.0
266,"Cała sprawa odwoławcza zakończyła się w marcu 2003 roku.Tenisowy turniej WTA Forest Hills Tennis Classic 2008 odbył się w dniach 19 – 23 sierpnia w części nowojorskiej dzielnicy Queens zwanej Forest Hills na kortach twardych.Polluks b (beta Geminorum b, β Gem b, β Geminorum b, HD 62509 b) – planeta pozasłoneczna typu gazowy olbrzym, znajdująca się w odległości około 34 lat świetlnych od Ziemi w gwiazdozbiorze Bliźniąt.","The retrial ended in March, 2003.It was the 5th edition of the Forest Hills Tennis Classic, and was part of the Tier IV Series of the 2008 WTA Tour.Pollux b, also known as Beta Geminorum b (β Gem b / β Geminorum b) and HD 62509 b, is an extrasolar planet approximately 34 light-years away in the constellation of Gemini (the Twins).","the entire appeal was closed in march 2003. the 2008 wta forest hills tennis classic was held on august 19-23 in the hard court part of queens in new york city. colluks b (beta geminorum b, β gem b, β geminorum b, hd 62509 b) is an extrasolar gas-giant planet located about 34 light-years from earth in the constellation gemini.",0.32
267,"== Bibliografia ==* Geografía Ilustrada del Paraguay, Dystrybucja Arami SRL; 2007.Piauí Esporte Clube – brazylijski klub piłkarski z siedzibą w mieście Teresina, stolicy stanu Piauí.""Trophy of the Player of the Century within the Arab Countries"").24 października 1965) – niemiecki historyk sztuki i teoretyk mediów specjalizujący się w nauce o obrazie, nowoczesności oraz sztuce mediów, a także kulturze XIX wieku i sztuce włoskiego renesansu.","==References====Bibliography==* Geografía Ilustrada del Paraguay, Distribuidora Arami SRL; 2007.Piauí Esporte Clube, commonly known as Piauí, are a Brazilian football team from Teresina.He was awarded the trophy of the ""Player of the Century within the Arab Countries"".Oliver Grau (born 24 October 1965) is a German art historian and media theoretician with a focus on image science, modernity and media art as well as culture of the 19th century and Italian art of the Renaissance.","== bibliography == * geografía ilustrada del paraguay, distribution of arami srl; 2007.piauí esporte clube - brazilian football club based in the city of teresina, the capital of the state of piauí. &quot;trophy of the player of the century within the arab countries&quot;. october 24, 1965) - german art historian and media theorist specializing in image, modernity and media art, as well as the culture of the 19th century and the art of the italian renaissance.",0.409
268,"Film zawiera również ujęcie podobne do słynnej fotografii ""Wall Street"" (1915).","""Manhatta"" includes a shot similar to Strand's famous ""Wall Street"" (1915) photograph.",the film also features a shot similar to the famous &quot;wall street&quot; (1915) photograph.,0.222
269,"Współpracownikami Jonasa w Sztokholmie byli Max Martin, Denniz Pop i Jeanette Söderholm.""B.Y.O.B.","In Stockholm, Jonas worked with producers Max Martin and Denniz Pop and vocalist Jeanette Söderholm.""B.Y.O.B.","jonas&#39; collaborators in stockholm were max martin, denniz pop and jeanette söderholm. &quot;byob",0.0
270,"; Filogeneza według Xu/Makovicky’ego/ChinneryXu Xing – pracownik Instytutu Paleontologii Kręgowców i Paleoantropologii (IVPP) w Pekinie wraz z Peterem Makovickym, pracującym niegdyś dla Amerykańskiego Muzeum Historii Naturalnej (AMNH) w Nowym Jorku, i innymi naukowcami opublikował w 2002 wyniki przeprowadzonej analizy kladystycznej.","Xu/Makovicky/Chinnery Phylogeny:Xu Xing of the Chinese Institute of Vertebrate Paleontology and Paleoanthropology (IVPP) in Beijing, along with Peter Makovicky, formerly of the American Museum of Natural History (AMNH) in New York City and others, published a cladistic analysis in the 2002 description of ""Liaoceratops"".","; phylogeny according to xu / makovicky / chinneryxu xing - an employee of the institute of vertebrate paleontology and paleoanthropology (ivpp) in beijing together with peter makovicki, who once worked for the american museum of natural history (amnh) in new york, and other scientists published the results of his analysis in 2002 cladist.",0.386
271,"Po północy 1 lipca wykonano kontrolowaną eksplozję samochodu na parkingu szpitala Royal Alexandra, gdzie jeden z zamachowców jest leczony.","=== 1 July ===On the afternoon of 1 July, police carried out a controlled explosion on a car in the car park of the Royal Alexandra Hospital, where one suspect was being treated.","after midnight on july 1, a controlled car explosion was made in the parking lot of the royal alexandra hospital, where one of the bombers is being treated.",0.257
272,"Jest to spowodowane tym, że pobierają ciepło z gruntu lub wód podziemnych, które mają względnie stałą temperaturę przez cały rok poniżej głębokości około 9 metrów.",This is because they draw heat from the ground or groundwater which is at a relatively constant temperature all year round below a depth of about 30 feet (9 m).,"this is because they extract heat from the ground or groundwater, which have a relatively constant temperature all year round below a depth of about 9 meters.",0.646
273,Ta podstawowa procedura jest szeroko wykorzystywana w telewizji i filmie.,This basic procedure is used for all moving pictures in films and television.,this basic procedure is used extensively in television and film.,0.325
274,"Często nagranie nominowane w kategorii ""Record of the Year"" jest również nominowane w kategorii Song of the Year.""Tichá Orlice"") w drugą co do wielkości rzekę wschodnich Czech – Orlicę (czes.Oryginalnie nagroda była przyznawana tylko artystom, lecz z czasem zaczęto przyznawać ją również producentom oraz engineer and/or mixer i the mastering engineer.De Havilland Canada DHC-5 Buffalo - wielozadaniowy dwusilnikowy turbośmigłowy samolot transportowy STOL, całkowicie metalowy górnopłat, stanowił rozwinięcie wcześniejszego De Havilland Canada DHC-4 Caribou.","==Recipients==""28 of the winners of Record of the Year have also won Song of the Year.In Albrechtice nad Orlicí it joins with the Tichá Orlice to form the Orlice river.Although it was originally presented to the artist alone, the award is now presented to the main artist, the featured artist(s), the producer, the engineer and/or mixer and the mastering engineer.The de Havilland Canada DHC-5 Buffalo is a short takeoff and landing (STOL) utility transport, a turboprop aircraft developed from the earlier piston-powered DHC-4 Caribou.","often a recording nominated in the &quot;record of the year&quot; category is also nominated in the song of the year category. &quot;tichá orlice&quot;) in the second largest river in eastern bohemia - orlice (czech. it is also awarded to manufacturers, as well as to the engineer and / or mixer and the mastering engineer. de havilland canada dhc-5 buffalo - a multi-purpose twin-engine turboprop stol transport plane, all-metal high-wing, was a development of the earlier de havilland canada dhc-4 caribou.",0.13
275,"* ""Die Historisch-Genetische Version Der Totalitarismusthorie: Ärgernis Oder Einsicht?","* ""Die Historisch-Genetische Version Der Totalitarismusthorie: Ärgernis Oder Einsicht?",* &quot;the historical-genetic version of totalitarianism horia: annoyance or insight?,0.0
276,Pasażerowie planujący wykorzystać TYBAC muszą się zapisać (do tajwańskich służb imigracyjnych) 3 dni przed użyciem.,Passengers planning to utilize TYBAC must sign up (to the Taiwanese immigration service) 3 days before use.,passengers planning to use tybac must register (with the taiwanese immigration service) 3 days prior to use.,0.407
277,W Afryce 90% ludności nie uzyskuje leczenia.,In Africa 90% do not get treatment.,"in africa, 90% of the population does not receive treatment.",0.0
278,"Jednak wymagane było zmniejszenie zasięgu o 25%, co wydawało się być nieakceptowalne dla OKM.","A 25 percent cut in range was required, which was deemed unacceptable by the OKM.","however, a 25% reduction in coverage was required, which seemed unacceptable to okm.",0.0
279,"John miał z nią troje dzieci - Margaret (żonę Geoffreya Edwardsa), Joan (żonę Johna Bickforda-Smitha) oraz Johna Gilberta (2. wicehrabiego Simon).American Gothic – obraz olejny autorstwa Granta Wooda, powstały w roku 1930.","They had three children: Margaret (who married Geoffrey Edwards), Joan (who married John Bickford-Smith) and John Gilbert, 2nd Viscount Simon (1902–1993).American Gothic is a painting by Grant Wood in the collection of the Art Institute of Chicago.","john had three children with her - margaret (wife of geoffrey edwards), joan (wife of john bickford-smith) and john gilbert (2nd viscount simon). american gothic - oil painting by grant wood, created in 1930.",0.332
280,"Colonna).W tym sezonie w meczu Montreal Maroons – Detroit Red Wings odbył się najdłuższy mecz w historii playoffs.W 1993 roku Gilles Cuny i Peter Galton opisali gatunek ""L. airelensis"" z retyku-hettangu Normandii.Prywatyzacja małych i średnich przedsiębiorstw państwowych i nowe liberalne prawo do zakładania przedsiębiorstw ruszyło budowę prywatnego sektora gospodarki, który jest głównym motorem gospodarczym w Polsce.","Dr. J. P. AdamsNormie Smith shut out the Maroons in the next game, and the Red Wings then beat the Maroons to win the series.===Invalid species===In 1993 Gilles Cuny and Peter Galton described a new species that they assigned to this genus, ""Liliensternus airelensis.The privatization of small and medium state-owned companies and a liberal law on establishing new firms has encouraged the development of the private business sector, which has been the main drive for Poland's economic growth.","colonna). this season, the montreal maroons - detroit red wings game played the longest match in the playoffs history. in 1993, gilles cuny and peter galton described the species &quot;l. airelensis&quot; from normandy&#39;s rhaetian-hettang. privatization of small and medium-sized state-owned enterprises and the new liberal right to establish enterprises has started the construction of the private sector of the economy, which is the main economic driver in poland.",0.161
281,"Od roku 1984 klub napotkał wiele trudności, prowadzących do bankructwa w roku 2002.20 grudnia 1968 roku w Kufstein) – były austriacki kierowca Formuły 3 oraz Formuły 1.Wyspa Silba pojawia się w kronikach historycznych w IX wieku.Posiadał również osiągnięcia jako gracz korespondencyjny (w 1965 r. otrzymał tytuł mistrza międzynarodowego w tej odmianie szachów).""Bazetta Township"") - gmina w USA, w stanie Ohio, w hrabstwie Trumbull.Występują na obu Amerykach, w Europie, Azji, Afryce i Nowej Gwinei.","From 1984, the club encountered many difficulties, leading to bankruptcy in 2002.Karl Wendlinger (born 20 December 1968 in Kufstein) is an Austrian sportscar racing and former Formula One driver.The island Silba is mentioned in historical records in the 9th century.He earned the title of International Master (IM) in 1950, Grandmaster (GM) in 1953, and International Master of Correspondence Chess (IMC) in 1965.Bazetta Township is one of the twenty-four townships of Trumbull County, Ohio, United States.==Distribution==Species occur in the Americas, Africa, Asia, Europe, New Guinea and several islands.","since 1984, the club faced many difficulties, leading to bankruptcy in 2002 (december 20, 1968 in kufstein) - former austrian formula 3 and formula 1 driver. r. received the title of international champion in this chess game. &quot;bazetta township&quot;) - a commune in the usa, ohio, trumbull county. they occur in the americas, europe, asia, africa and new guinea.",0.16
282,"Z greckich mieszkańców İmralı znany stał się poeta i tłumacz literatury greckiej na język angielski, Kimon Friar, który wyemigrował do USA.Raw, Uncut, and X-Rated – Trzeci album amerykańskiego rapera Too $horta.Soay – rasa owcy domowej (""Ovis aries"") wywodząca się z odizolowanej populacji prymitywnych owiec dziko żyjących na wyspie Soay (archipelag St Kilda), uznawana za najstarszą i najbardziej prymitywną rasę spośród udomowionych owiec europejskich.W 1951 ukończył Miński Instytut Pedagogiczny, pracował jako nauczyciel w jednej ze stołecznych szkół.W dniu 28 kwietnia 2005 r., ukazała się wersja 1.0 tego oprogramowania.","One well-known Greek from this island was Kimon Friar who would emigrate to the United States and become a scholar and translator of Greek language poetry.Raw, Uncut and X-Rated is an EP by Too Short, recorded and released in 1986.The Soay sheep is a primitive breed of domestic sheep (""Ovis aries"") descended from a population of feral sheep on the island of Soay in the St. Kilda Archipelago, about from the Western Isles of Scotland.During the last year in college he worked as a teacher in one of the schools in Mensk.On April 28, 2005, the project released version 1.0 of their software.","the poet and translator of greek literature into english kimon friar, who emigrated to the us, became known from the greek inhabitants of i̇mralı.raw, uncut, and x-rated - the third album of the american rapper too $ horta.soay - domestic sheep breed (&quot;ovis aries &quot;) descended from an isolated population of primitive sheep living in the wild on the island of soay (st kilda archipelago), considered the oldest and most primitive breed of domesticated european sheep. in 1951 he graduated from the minsk pedagogical institute, worked as a teacher in one of the capital&#39;s schools. on april 28, 2005, version 1.0 of this software was released.",0.227
283,"(syn.Wzniecił bunt w Saragossie przeciwko arabskiemu rządowi Al-Andalusu w 798, a w 800 odebrał Huescę z rąk Banu Salama.Urodził się tu reżyser filmowy Carlos Saura i jego brat, plastyk, Antonio Saura.Wraz z kilkoma innymi aktorami podróżował i studiował w Królewskiej Akademii Sztuk Dramatycznych (The Royal Academy of Dramatic Arts).","(2010).He rebelled in Zaragoza against the Arab-Muslim government of Al-Andalus in 798, and in 800 conquered Huesca from the Banu Salama.Huesca is also the birthplace of film director Carlos Saura and his brother Antonio Saura, contemporary artist.He left school in 1964 to enrol in the Royal Academy of Dramatic Art and tour with the National Youth Theatre.","(son, he started a revolt in zaragoza against the arab government of al-andalus in 798, and in 800 he took huesca from the hands of banu salam. here the film director carlos saura was born and his brother, the artist, antonio saura. he traveled and studied with several other actors in the royal academy of dramatic arts.",0.344
284,"Od XVII wieku ziemia były powoli zabierana przez morze aż do roku 1846, kiedy znowu zbudowano tamy.","From the 17th century on, the territory had slowly been taken back from the sea, until 1846, when the last parcel of land was dammed up.","from the 17th century the land was slowly taken by the sea until 1846, when dams were built again.",0.262
285,"Po zakończeniu kampanii egipskiej Rapp pozostał pod rozkazami Desaixa, aż do śmierci tego ostatniego 14 lipca 1800 w bitwie pod Marengo.","After the Egyptian campaign, Rapp remained under the command of Desaix until his death at Marengo on 14 June 1800.","after the end of the egyptian campaign, rapp remained under desaix&#39;s command until the latter&#39;s death on july 14, 1800 at the battle of marengo.",0.249
286,"Znalazł wielu przyjaciół, w tym bardziej od niego pracowitego przyszłego premiera Williama Pitta.","He made many friends, including the more studious future Prime Minister, William Pitt.","he made many friends, including the more industrious future prime minister william pitt.",0.761
287,"Plaek Khittasangkha pobierał wstępnie nauki w buddyjskiej szkółce świątynnej, po czym został przyjęty do Królewskiej Akademii Wojskowej Chulachomklao.","Plaek Khittasangkha studied at Buddhist temple schools, then was appointed to Chulachomklao Royal Military Academy.","plaek khittasangkha was pre-educated at a buddhist temple school, after which he was admitted to the royal chulachomklao military academy.",0.0
288,"""Genmaicha"" spotykana jest również z dodatkiem sproszkowanej zielonej herbaty matcha.Ala Gore'a.W samym Güímarze było dziewięć takich piramid, z których zostało jedynie sześć.","Genmaicha is also sold with matcha (powdered green tea) added to it.During U.G.In Güímar itself there were nine pyramids, only six of which survive.","&quot;genmaicha&quot; is also found with the addition of powdered green matcha tea. ala gore&#39;a. in güímar itself, there were nine such pyramids, of which only six remain.",0.21
289,"* Humphrey Bogart, James Cagney, Bette Davis, Faye Dunaway, Henry Fonda, Harrison Ford, Robert Mitchum, Paul Newman, Jack Nicholson, Robert Redford, James Stewart oraz Peter O'Toole pojawiają się na jednej liście po dwa razy.","* Nine actors have appeared twice on the same list: James Cagney, Robert Mitchum, and Jack Nicholson on the villains list; and Humphrey Bogart, Henry Fonda, Harrison Ford, Paul Newman, Robert Redford, and James Stewart on the heroes list.","* humphrey bogart, james cagney, bette davis, faye dunaway, henry fonda, harrison ford, robert mitchum, paul newman, jack nicholson, robert redford, james stewart, and peter o&#39;toole appear twice on the same list.",0.231
290,"Wykorzystując linię kolejową Richmond & York River, McClellan mógł podciągnąć swe ciężkie działa oblężnicze aż na przedpola Richmondu.","Using the Richmond and York River Railroad, McClellan could bring his heavy siege artillery to the outskirts of Richmond.","utilizing the richmond &amp; york river railroad, mcclellan was able to haul his heavy siege guns all the way to the outskirts of richmond.",0.312
291,"Deszcze zazwyczaj zaczynają się w połowie października i trwają do początku kwietnia.delta Sagittarii (δ Sgr) – gwiazda poczwórna, czwarta pod względem jasności gwiazda w gwiazdozbiorze Strzelca.","The rains generally start in the middle of October and continue through up to the beginning of April.Delta Sagittarii (Delta Sgr, δ Sagittarii, δ Sgr) is a double star in the southern zodiac constellation of Sagittarius.","rains typically begin in mid-october and continue until early april. delta sagittarii (δ sgr) - a quadruple star, the fourth brightest star in the constellation sagittarius.",0.0
292,"* Budynek Greckiej Akademii Marynarki Wojennej założony w trakcie wojny o niepodległość Grecji w 1827 roku.Frank Hyneman Knight (7 listopada 1885 - 15 kwietnia 1972) - amerykański ekonomista, przedstawiciel szkoły chicagowskiej.","*Poros was the site of the first naval base in modern Greece, established in 1827 during the Greek War of Independence.Frank Hyneman Knight (November 7, 1885 – April 15, 1972) was an American economist who spent most of his career at the University of Chicago, where he became one of the founders of the Chicago school.","* building of the greek naval academy founded during the greek war of independence in 1827. frank hyneman knight (november 7, 1885 - april 15, 1972) - american economist, representative of the chicago school.",0.21
293,– Santa Barbara: Santa Teresa Press.,- Santa Barbara: Santa Teresa Press.,– santa barbara: santa teresa press.,0.819
294,Lichtenfeld zaczął także trenować w judodze.,"Lichtenfeld died in January 1998 in Netanya, Israel.",lichtenfeld also began training in judoga.,0.0
295,"W roku 1972 kolejne piosenki 2 plus 1: „Czerwone słoneczko” i „Chodź, pomaluj mój świat” stały się dużymi przebojami i przyniosły grupie ogólnokrajową popularność.","1972 saw 2 Plus 1's next hits, ""Czerwone słoneczko"" and ""Chodź, pomaluj mój świat"", becoming massive hits and the group achieving widespread popularity.","in 1972, subsequent songs 2 plus 1: &quot;red sun&quot; and &quot;come, paint my world&quot; became big hits and brought the group nationwide popularity.",0.0
296,Pomagał również przy produkcji programu Robot Chicken na kanale Adult Swim TV.,"Brady also helps with the Adult Swim TV show ""Robot Chicken"".",he also helped produce robot chicken on adult swim tv.,0.0
297,"Płk Barlow był ciężko ranny, a sam Richardson śmiertelnie.","Col. Barlow was severely wounded, and Richardson mortally wounded.",col. barlow was badly injured and richardson himself was fatally injured.,0.0
298,"Na jednym z koncertów w „Betsey Trotwood” w Londynie pojawił się Simon Williams z Fierce Panda Records, który kilka lat wcześniej odkrył Coldplay.","Luckily for the band, one gig at the Betsey Trotwood in London was attended by Simon Williams of Fierce Panda Records, the same man who had discovered Coldplay years previously.","simon williams of fierce panda records, who had been discovered by coldplay a few years earlier, appeared at one of the concerts at &quot;betsey trotwood&quot; in london.",0.216
299,"Walki nasiliły się w 1803, gdy na czele sił mulacko-murzyńskich stał Jean-Jacques Dessalines.W 1761 zyskał fotel 36 w towarzystwie naukowym Académie française (Akademia Francuska).3 maja 1863 ożenił się ponownie z Frances Tracy (1842–1924), z którą miał czwórkę dzieci.W 2004 obsłużył 182 641 pasażerów.Cameroon Airlines - były to kameruńskie narodowe linie lotnicze z siedzibą w Duali.W 2014 kandydował w wyborach prezydenckich, otrzymując w nich poniżej 0,1% głosów.W 1984 został mianowany redaktorem Buddhist Publication Society (Buddyjskiego Stowarzyszenia Publikacji) na Sri Lance, a w 1988 został jego naczelnikiem.","Dessalines led the rebellion until its completion, when the French forces were finally defeated in 1803.In 1761 he was elected to seat 36 of the Académie française.He married Frances Louisa Tracy, known as Fanny (1842–1924), on May 31, 1865.In 2004, the airport served 182,641 passengers.Cameroon Airlines was an airline from Cameroon, serving as flag carrier of the country.In the 2014 Ukrainian presidential election Kuybida received 0.06% of the vote.Nyanaponika Thera, Bodhi was appointed English-language editor of the Buddhist Publication Society (BPS, Sri Lanka) and, in 1988, became its president.","the fighting intensified in 1803, when jean-jacques dessalines became the head of the muller-negro forces. in 1761 he gained the 36th seat in the académie française (french academy). on may 3, 1863, he remarried to frances tracy (1842–1924), with he had four children. in 2004, he handled 182,641 passengers. cameroon airlines - a cameroon national airline based in douala. in 2014, he ran for the presidential election with less than 0.1% of the vote. in 1984 he was appointed editor of the buddhist publication society (buddhist publications association) in sri lanka, and in 1988 became its head.",0.163
300,* United States Navy wykorzystywała kilka przejętych U-Bootów dla celów testowych i propagandowych.,* The United States Navy operated several captured U-boats for publicity and testing purposes.,* the united states navy used several seized u-boats for testing and propaganda purposes.,0.261
301,"Następnego ranka, 8 listopada 1944, generałowie ponownie przybyli do dowództwa formacji i Keller oświadczył, że asy z ubiegłych lat stali się tchórzami, a Luftwaffe zatraciła ducha bojowego.","The next morning, 8 November 1944, the Generals arrived again at Nowotny's command post and Keller declared that the aces of the past years had become cowards and that the ""Luftwaffe"" had lost its fighting spirit.","the next morning, november 8, 1944, the generals reappeared in command of the formation and keller announced that the aces of previous years had become cowards and that the luftwaffe had lost its fighting spirit.",0.516
302,"Stacja położona jest na linii kolejowej Petersburg-Helsinki.Lahti (""Lahden rautatieasema"") – stacja kolejowa w Lahti, w Finlandii.Erste Bank Open, dawniej ""BA-CA Tennis Trophy"" – męski turniej tenisowy kategorii ATP World Tour 250 zaliczany do cyklu ATP World Tour.W ciągu kilku lat wszystkie główne wytwórnie filmowe zaczęły wykorzystywać maskowanie obrazu filmów wyprodukowanych z wykorzystaniem optyki sferycznej do proporcji panoramicznych, takich jak 1,66:1, 1,75:1 i 1,85:1.Studiował również w Paryżu kompozycję u Nadii Boulanger.Organizację założył w 1858 James Stephens.10 września na torze Monza w wyniku zderzenia z Jimem Clarkiem zginął kierowca Ferrari Wolfgang von Trips oraz 14 widzów.Dickinson Woodruff Richards, Jr. (ur.Greenpoint – najbardziej wysunięta na północ dzielnica Brooklynu w Nowym Jorku.","It is located about from the Helsinki Central railway station.The Lahti railway station (, ) is located in the city of Lahti in Finland.It is currently part of the ATP World Tour 250 series of the Association of Tennis Professionals (ATP) World Tour.Within several months, all major studios started matting their non-anamorphic films in the projector to wider ratios such as 1.66, 1.75, and 1.85, the last of which is still considered a standard ratio along with anamorphic (2.39).From 1933 to 1939 he studied composition in Paris with Nadia Boulanger.Luby then swore Stephens in and he did likewise.His teammate, Wolfgang von Trips of Germany, died along with 14 spectators in a horrific crash on the first lap of the Italian Grand Prix at Monza.==References==*Fishman, Alfred P. Richards, Dickinson Woodruff.Greenpoint is the northernmost neighborhood in the New York City borough of Brooklyn, in the U.S. state of New York.","the station is located on the st. petersburg-helsinki railway line. lahti (&quot;lahden rautatieasema&quot;) - lahti railway station, finland. erste bank open, formerly &quot;ba-ca tennis trophy&quot; - men&#39;s atp world tour 250 tennis tournament included in the series atp world tour. within a few years, all major film studios began to use image masking for films produced using spherical optics to widescreen aspect ratios such as 1.66: 1, 1.75: 1 and 1.85: 1 he also studied in paris composition by nadia boulanger, founded in 1858 by james stephens. on september 10, ferrari driver wolfgang von trips and 14 spectators, dickinson woodruff richards, jr., died in a collision with jim clark at monza. (born greenpoint - the northernmost district of brooklyn, new york.",0.082
303,"in 1868).Zatrzymano go jednak w Andorze 26 grudnia 2009.Brał udział w konklawe 1903, 1914 i 1922 roku.W ciągu 30 miesięcy, doznała dwóch udarów mózgu, stając się całkowicie ubezwłasnowolniona i wymagała stałej opieki.","in 1868).He was arrested on December 26 in Andorra.He was later ordained in December of that year.Within 30 months, she suffered two strokes, becoming totally incapacitated and requiring constant care.","in 1868), but arrested in andorra on december 26, 2009. he participated in the conclave of 1903, 1914 and 1922. within 30 months, she suffered two strokes, becoming completely incapacitated and in need of constant care.",0.236
304,"Razem z drużynami z Tercera División, drużyny uczestniczą w Pucharze Federacji.","Along with teams from the Tercera División, teams from the division also compete in the Copa Federación.","together with the teams from the tercera división, the teams participate in the federation cup.",0.269
305,"Chicago: University of Chicago Press, 1942. .","Chicago: University of Chicago Press, 1942. .","chicago: university of chicago press, 1942. .",1.0
306,"=== Faza 1 ===Standard CAMEL w Fazie 1 definiował tylko podstawy usług kontroli połączeń, wprowadzał koncept Basic Call State Model (BCSM) do Sieci Inteligentnych.","=== Phase 1 ===CAMEL Phase 1 defined only very basic call control services, but introduced the concept of a CAMEL Basic call state model (BCSM) to the Intelligent Network (IN).","=== phase 1 === the camel standard in phase 1 defined only the basics of call control services, introduced the basic call state model (bcsm) concept to smart networks.",0.296
307,"Mimo że wiele form było unikalnych dla każdego środowiska, zaskakująco dużo zwierząt wyewoluowało podobnie na dwóch lub trzech z oddzielnych kontynentów.W silniku Ford/Yamaha V8 zastosowanym w modelu Taurus ""SHO"" występuje kąt 60°.","While some forms were unique to each environment, surprisingly similar animals have often emerged in two or three of the separated continents.One notable example is the Ford/Yamaha V8 used in the Ford Taurus ""SHO"".","although many forms were unique to each environment, surprisingly many animals evolved similarly on two or three of the separate continents. the ford / yamaha v8 engine used in the taurus &quot;sho&quot; has an angle of 60 °.",0.307
308,"1924)** Robert Anton Wilson, amerykański pisarz, filozof (ur.","1961)* 2007 – Robert Anton Wilson, American author (b.","1924) ** robert anton wilson, american writer, philosopher (b.",0.316
309,"Z pierwszą żoną której imienia nie znamy miał syna Michała urodzonego przed rokiem 913.Po występach w zespołach z Hanoweru przeniosła się do drużyny Eintracht Braunschweig (Bundesliga).Nie ma informacji o tym bogu w źródłach pisanych, a szczegóły dotyczące jego imienia, kultu czy znaczenia w religii Celtów nie są znane.","By his first wife, whose identity is unknown, Simeon had a son called Michael, who was born before 913.Since 1997, she has been playing for Eintracht Braunschweig in the first and second federal league.Nothing is known about the god from literary sources, and details about his name, his cult or his significance in Celtic religion are unknown.","with his first wife, whose name we do not know, he had a son, michał, born before the year 913. after playing in the teams from hanover, she moved to the eintracht braunschweig (bundesliga) team. there is no information about this god in written sources, and details about his name, cult or meaning in the religion of the celts they are unknown.",0.178
310,"W 1882 r. parafia (""socken"") Karlskoga miała już 11 184 wyznawców.","In 1882, Karlskoga parish (""socken"") had 11,184 inhabitants.","in 1882, the parish (&quot;socken&quot;) karlskoga had 11,184 followers.",0.0
311,"We wsi było 47,4% mężczyzn i 52,6% kobiet.Fayetteville - wieś w USA, w stanie Ohio.Felicity - wieś w USA, w stanie Ohio.","The gender makeup of the village was 47.4% male and 52.6% female.Fayetteville is a village in Brown County, Ohio, United States.Felicity is a village in Clermont County, Ohio, United States.","the village was 47.4% male and 52.6% female. fayetteville - a village in the us, ohio. felicity - a village in the us, ohio.",0.287
312,"Brak instrumentów elektronicznych przeszkodził Varèse’owi w realizacji swoich słuchowych wizji w tych dwóch wielkich projektach, co spowodowało jego frustrację.",With both these huge projects Varèse felt ultimately frustrated by the lack of electronic instruments to realize his aural visions.,"the lack of electronic instruments prevented varèse from realizing his auditory vision in these two great projects, which frustrated him.",0.213
